UF;Município;Cargo;Candidato;Nr;Partido;Situação;VotaçãoNominal
MG;ITAMOGI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3409,00 
MG;ITAMOGI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3058,00 
MG;ITAMONTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3169,00 
MG;ITAMONTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4897,00 
MG;ITANHANDU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3660,00 
MG;ITANHANDU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5283,00 
MG;ITANHOMI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3756,00 
MG;ITANHOMI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3024,00 
MG;ITAOBIM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5420,00 
MG;ITAOBIM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5044,00 
MG;ITAPAGIPE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3463,00 
MG;ITAPAGIPE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3725,00 
MG;ITAPECERICA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;6860,00 
MG;ITAPECERICA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6096,00 
MG;ITAPEVA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2738,00 
MG;ITAPEVA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2395,00 
MG;ITATIAIUÇU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3819,00 
MG;ITATIAIUÇU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2048,00 
MG;ITAÚ DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5059,00 
MG;ITAÚ DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3872,00 
MG;ITAÚNA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;20402,00 
MG;ITAÚNA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;29099,00 
MG;ITAVERAVA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1263,00 
MG;ITAVERAVA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2781,00 
MG;ITINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4597,00 
MG;ITINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2218,00 
MG;ITUETA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2063,00 
MG;ITUETA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1836,00 
MG;ITUIUTABA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;34637,00 
MG;ITUIUTABA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;19606,00 
MG;ITUMIRIM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1967,00 
MG;ITUMIRIM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2221,00 
MG;ITURAMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5788,00 
MG;ITURAMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;14125,00 
MG;ITUTINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1383,00 
MG;ITUTINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1208,00 
MG;JABOTICATUBAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6120,00 
MG;JABOTICATUBAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3088,00 
MG;JACINTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2118,00 
MG;JACINTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3691,00 
MG;JACUÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3251,00 
MG;JACUÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1100,00 
MG;JACUTINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4357,00 
MG;JACUTINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8280,00 
MG;JAGUARAÇU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1351,00 
MG;JAGUARAÇU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;633,00 
MG;JAÍBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3558,00 
MG;JAÍBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;11721,00 
MG;JAMPRUCA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2050,00 
MG;JAMPRUCA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;616,00 
MG;JANAÚBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;10604,00 
MG;JANAÚBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;22989,00 
MG;JANUÁRIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;24794,00 
MG;JANUÁRIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5620,00 
MG;JAPARAÍBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1164,00 
MG;JAPARAÍBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1271,00 
MG;JAPONVAR;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;673,00 
MG;JAPONVAR;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3959,00 
MG;JECEABA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1616,00 
MG;JECEABA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2090,00 
MG;JENIPAPO DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;758,00 
MG;JENIPAPO DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2249,00 
MG;JEQUERI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4811,00 
MG;JEQUERI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1916,00 
MG;JEQUITAÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3277,00 
MG;JEQUITAÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;809,00 
MG;JEQUITIBÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1983,00 
MG;JEQUITIBÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1593,00 
MG;JEQUITINHONHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2823,00 
MG;JEQUITINHONHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7828,00 
MG;JESUÂNIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1576,00 
MG;JESUÂNIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1623,00 
MG;JOAÍMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5004,00 
MG;JOAÍMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1987,00 
MG;JOANÉSIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2227,00 
MG;JOANÉSIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;910,00 
MG;JOÃO MONLEVADE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;19004,00 
MG;JOÃO MONLEVADE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;22938,00 
MG;JOÃO PINHEIRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;14721,00 
MG;JOÃO PINHEIRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;9498,00 
MG;JOAQUIM FELÍCIO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1333,00 
MG;JOAQUIM FELÍCIO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;833,00 
MG;JORDÂNIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3314,00 
MG;JORDÂNIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1543,00 
MG;JOSÉ GONÇALVES DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;874,00 
MG;JOSÉ GONÇALVES DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1431,00 
MG;JOSÉ RAYDAN;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;449,00 
MG;JOSÉ RAYDAN;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1909,00 
MG;JOSENÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1873,00 
MG;JOSENÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;277,00 
MG;JUATUBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3597,00 
MG;JUATUBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7678,00 
MG;JUIZ DE FORA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;189310,00 
MG;JUIZ DE FORA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;85697,00 
MG;JURAMENTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;738,00 
MG;JURAMENTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2094,00 
MG;JURUAIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2442,00 
MG;JURUAIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2721,00 
MG;JUVENÍLIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;973,00 
MG;JUVENÍLIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2308,00 
MG;LADAINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5633,00 
MG;LADAINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1461,00 
MG;LAGAMAR;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2591,00 
MG;LAGAMAR;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2172,00 
MG;LAGOA DA PRATA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;10446,00 
MG;LAGOA DA PRATA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;14414,00 
MG;LAGOA DOS PATOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1812,00 
MG;LAGOA DOS PATOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;611,00 
MG;LAGOA DOURADA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3598,00 
MG;LAGOA DOURADA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3520,00 
MG;LAGOA FORMOSA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4510,00 
MG;LAGOA FORMOSA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5399,00 
MG;LAGOA GRANDE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3023,00 
MG;LAGOA GRANDE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1781,00 
MG;LAGOA SANTA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;13062,00 
MG;LAGOA SANTA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;13221,00 
MG;LAJINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5402,00 
MG;LAJINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5331,00 
MG;LAMBARI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;7015,00 
MG;LAMBARI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4736,00 
MG;LAMIM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1637,00 
MG;LAMIM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;705,00 
MG;LARANJAL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2681,00 
MG;LARANJAL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1539,00 
MG;LASSANCE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2559,00 
MG;LASSANCE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;782,00 
MG;LAVRAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;25515,00 
MG;LAVRAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;24520,00 
MG;LEANDRO FERREIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;971,00 
MG;LEANDRO FERREIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1234,00 
MG;LEME DO PRADO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1753,00 
MG;LEME DO PRADO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;641,00 
MG;LEOPOLDINA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;9590,00 
MG;LEOPOLDINA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;19608,00 
MG;LIBERDADE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1408,00 
MG;LIBERDADE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1822,00 
MG;LIMA DUARTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2974,00 
MG;LIMA DUARTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6476,00 
MG;LIMEIRA DO OESTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2889,00 
MG;LIMEIRA DO OESTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1027,00 
MG;LONTRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3811,00 
MG;LONTRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;811,00 
MG;LUISBURGO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2146,00 
MG;LUISBURGO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1705,00 
MG;LUISLÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;436,00 
MG;LUISLÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2975,00 
MG;LUMINÁRIAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1478,00 
MG;LUMINÁRIAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1735,00 
MG;LUZ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5568,00 
MG;LUZ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4781,00 
MG;MACHACALIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2770,00 
MG;MACHACALIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;876,00 
MG;MACHADO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;14422,00 
MG;MACHADO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7093,00 
MG;MADRE DE DEUS DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1884,00 
MG;MADRE DE DEUS DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1233,00 
MG;MALACACHETA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6286,00 
MG;MALACACHETA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2583,00 
MG;MAMONAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2648,00 
MG;MAMONAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1216,00 
MG;MANGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8096,00 
MG;MANGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1939,00 
MG;MANHUAÇU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;19671,00 
MG;MANHUAÇU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;19876,00 
MG;MANHUMIRIM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4955,00 
MG;MANHUMIRIM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;6628,00 
MG;MANTENA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7522,00 
MG;MANTENA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;6062,00 
MG;MAR DE ESPANHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3875,00 
MG;MAR DE ESPANHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2903,00 
MG;MARAVILHAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2382,00 
MG;MARAVILHAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2035,00 
MG;MARIA DA FÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5328,00 
MG;MARIA DA FÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3996,00 
MG;MARIANA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;19904,00 
MG;MARIANA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;10413,00 
MG;MARILAC;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1661,00 
MG;MARILAC;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;804,00 
MG;MÁRIO CAMPOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2585,00 
MG;MÁRIO CAMPOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4105,00 
MG;MARIPÁ DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;710,00 
MG;MARIPÁ DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1342,00 
MG;MARLIÉRIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1697,00 
MG;MARLIÉRIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;988,00 
MG;MARMELÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1308,00 
MG;MARMELÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;771,00 
MG;MARTINHO CAMPOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3721,00 
MG;MARTINHO CAMPOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3411,00 
MG;MARTINS SOARES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2736,00 
MG;MARTINS SOARES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1519,00 
MG;MATA VERDE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1592,00 
MG;MATA VERDE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2810,00 
MG;MATERLÂNDIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1911,00 
MG;MATERLÂNDIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;528,00 
MG;MATEUS LEME;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5483,00 
MG;MATEUS LEME;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8948,00 
MG;MATHIAS LOBATO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1224,00 
MG;MATHIAS LOBATO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;711,00 
MG;MATIAS BARBOSA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2583,00 
MG;MATIAS BARBOSA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5403,00 
MG;MATIAS CARDOSO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1189,00 
MG;MATIAS CARDOSO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2963,00 
MG;MATIPÓ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3602,00 
MG;MATIPÓ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5963,00 
MG;MATO VERDE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5455,00 
MG;MATO VERDE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2056,00 
MG;MATOZINHOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;7336,00 
MG;MATOZINHOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;12831,00 
MG;MATUTINA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1002,00 
MG;MATUTINA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1402,00 
MG;MEDEIROS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;869,00 
MG;MEDEIROS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1131,00 
MG;MEDINA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7301,00 
MG;MEDINA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3044,00 
MG;MENDES PIMENTEL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2077,00 
MG;MENDES PIMENTEL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1450,00 
MG;MERCÊS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3704,00 
MG;MERCÊS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1933,00 
MG;MESQUITA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1309,00 
MG;MESQUITA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2156,00 
MG;MINAS NOVAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;9222,00 
MG;MINAS NOVAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2742,00 
MG;MINDURI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;985,00 
MG;MINDURI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1346,00 
MG;MIRABELA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5944,00 
MG;MIRABELA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1156,00 
MG;MIRADOURO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2398,00 
MG;MIRADOURO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3975,00 
MG;MIRAÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3598,00 
MG;MIRAÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3644,00 
MG;MIRAVÂNIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;455,00 
MG;MIRAVÂNIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1848,00 
MG;MOEDA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1944,00 
MG;MOEDA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1349,00 
MG;MOEMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2342,00 
MG;MOEMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2261,00 
MG;MONJOLOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;803,00 
MG;MONJOLOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;553,00 
MG;MONSENHOR PAULO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2300,00 
MG;MONSENHOR PAULO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2317,00 
MG;MONTALVÂNIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5433,00 
MG;MONTALVÂNIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2742,00 
MG;MONTE ALEGRE DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6466,00 
MG;MONTE ALEGRE DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4044,00 
MG;MONTE AZUL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;9228,00 
MG;MONTE AZUL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3308,00 
MG;MONTE BELO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3872,00 
MG;MONTE BELO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3898,00 
MG;MONTE CARMELO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;18306,00 
MG;MONTE CARMELO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;7993,00 
MG;MONTE FORMOSO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;713,00 
MG;MONTE FORMOSO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1579,00 
MG;MONTE SANTO DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4287,00 
MG;MONTE SANTO DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8105,00 
MG;MONTE SIÃO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3932,00 
