UF;Município;Cargo;Candidato;Nr;Partido;Situação;VotaçãoNominal
MG;QUARTEL GERAL;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1036,00 
MG;QUARTEL GERAL;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1028,00 
MG;QUELUZITO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;412,00 
MG;QUELUZITO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1147,00 
MG;RAPOSOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6549,00 
MG;RAPOSOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2454,00 
MG;RAUL SOARES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4773,00 
MG;RAUL SOARES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7671,00 
MG;RECREIO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3545,00 
MG;RECREIO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2182,00 
MG;REDUTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2054,00 
MG;REDUTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1594,00 
MG;RESENDE COSTA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2891,00 
MG;RESENDE COSTA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3736,00 
MG;RESPLENDOR;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;5415,00 
MG;RESPLENDOR;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3871,00 
MG;RESSAQUINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1042,00 
MG;RESSAQUINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2109,00 
MG;RIACHINHO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2786,00 
MG;RIACHINHO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;714,00 
MG;RIACHO DOS MACHADOS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3952,00 
MG;RIACHO DOS MACHADOS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;894,00 
MG;RIBEIRÃO DAS NEVES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;37932,00 
MG;RIBEIRÃO DAS NEVES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;86922,00 
MG;RIBEIRÃO VERMELHO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1116,00 
MG;RIBEIRÃO VERMELHO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1305,00 
MG;RIO ACIMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2320,00 
MG;RIO ACIMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2925,00 
MG;RIO CASCA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4930,00 
MG;RIO CASCA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2991,00 
MG;RIO DO PRADO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2207,00 
MG;RIO DO PRADO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;596,00 
MG;RIO DOCE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;760,00 
MG;RIO DOCE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;893,00 
MG;RIO ESPERA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1820,00 
MG;RIO ESPERA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1506,00 
MG;RIO MANSO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2168,00 
MG;RIO MANSO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;968,00 
MG;RIO NOVO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2324,00 
MG;RIO NOVO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2896,00 
MG;RIO PARANAÍBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3812,00 
MG;RIO PARANAÍBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2419,00 
MG;RIO PARDO DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3623,00 
MG;RIO PARDO DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;9893,00 
MG;RIO PIRACICABA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2842,00 
MG;RIO PIRACICABA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5730,00 
MG;RIO POMBA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5397,00 
MG;RIO POMBA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4464,00 
MG;RIO PRETO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2471,00 
MG;RIO PRETO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1229,00 
MG;RIO VERMELHO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4380,00 
MG;RIO VERMELHO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1541,00 
MG;RITÁPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1643,00 
MG;RITÁPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1638,00 
MG;ROCHEDO DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;631,00 
MG;ROCHEDO DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;893,00 
MG;RODEIRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2748,00 
MG;RODEIRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1359,00 
MG;ROMARIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;694,00 
MG;ROMARIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1762,00 
MG;ROSÁRIO DA LIMEIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1269,00 
MG;ROSÁRIO DA LIMEIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2424,00 
MG;RUBELITA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3135,00 
MG;RUBELITA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1126,00 
MG;RUBIM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2359,00 
MG;RUBIM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2045,00 
MG;SABARÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;24979,00 
MG;SABARÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;35936,00 
MG;SABINÓPOLIS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1789,00 
MG;SABINÓPOLIS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5736,00 
MG;SACRAMENTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5960,00 
MG;SACRAMENTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;7679,00 
MG;SALINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;7334,00 
MG;SALINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;13115,00 
MG;SALTO DA DIVISA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2029,00 
MG;SALTO DA DIVISA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1227,00 
MG;SANTA BÁRBARA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4878,00 
MG;SANTA BÁRBARA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;10973,00 
MG;SANTA BÁRBARA DO LESTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2043,00 
MG;SANTA BÁRBARA DO LESTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2963,00 
MG;SANTA BÁRBARA DO MONTE VERDE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;697,00 
MG;SANTA BÁRBARA DO MONTE VERDE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1457,00 
MG;SANTA BÁRBARA DO TUGÚRIO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;896,00 
MG;SANTA BÁRBARA DO TUGÚRIO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2188,00 
MG;SANTA CRUZ DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2375,00 
MG;SANTA CRUZ DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2445,00 
MG;SANTA CRUZ DE SALINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2353,00 
MG;SANTA CRUZ DE SALINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;357,00 
MG;SANTA CRUZ DO ESCALVADO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;697,00 
MG;SANTA CRUZ DO ESCALVADO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2485,00 
MG;SANTA EFIGÊNIA DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1392,00 
MG;SANTA EFIGÊNIA DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;952,00 
MG;SANTA FÉ DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;308,00 
MG;SANTA FÉ DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1564,00 
MG;SANTA HELENA DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1971,00 
MG;SANTA HELENA DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1040,00 
MG;SANTA JULIANA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2298,00 
MG;SANTA JULIANA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3644,00 
MG;SANTA LUZIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;39889,00 
MG;SANTA LUZIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;65253,00 
MG;SANTA MARGARIDA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3791,00 
MG;SANTA MARGARIDA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4985,00 
MG;SANTA MARIA DE ITABIRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2027,00 
MG;SANTA MARIA DE ITABIRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3728,00 
MG;SANTA MARIA DO SALTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;868,00 
MG;SANTA MARIA DO SALTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1839,00 
MG;SANTA MARIA DO SUAÇUÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1638,00 
MG;SANTA MARIA DO SUAÇUÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5220,00 
MG;SANTA RITA DE CALDAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2852,00 
MG;SANTA RITA DE CALDAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2902,00 
MG;SANTA RITA DE IBITIPOCA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;775,00 
MG;SANTA RITA DE IBITIPOCA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1379,00 
MG;SANTA RITA DE JACUTINGA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1983,00 
MG;SANTA RITA DE JACUTINGA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1424,00 
MG;SANTA RITA DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1579,00 
MG;SANTA RITA DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2250,00 
MG;SANTA RITA DO ITUETO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1575,00 
MG;SANTA RITA DO ITUETO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1967,00 
MG;SANTA RITA DO SAPUCAÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;16256,00 
MG;SANTA RITA DO SAPUCAÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4911,00 
MG;SANTA ROSA DA SERRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;676,00 
MG;SANTA ROSA DA SERRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1239,00 
MG;SANTA VITÓRIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7430,00 
MG;SANTA VITÓRIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3125,00 
MG;SANTANA DA VARGEM;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1762,00 
MG;SANTANA DA VARGEM;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2827,00 
MG;SANTANA DE CATAGUASES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1066,00 
MG;SANTANA DE CATAGUASES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1341,00 
MG;SANTANA DE PIRAPAMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1456,00 
MG;SANTANA DE PIRAPAMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3529,00 
MG;SANTANA DO DESERTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1793,00 
MG;SANTANA DO DESERTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;640,00 
MG;SANTANA DO GARAMBÉU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;713,00 
MG;SANTANA DO GARAMBÉU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;797,00 
MG;SANTANA DO JACARÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1684,00 
MG;SANTANA DO JACARÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1099,00 
MG;SANTANA DO MANHUAÇU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1653,00 
MG;SANTANA DO MANHUAÇU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3089,00 
MG;SANTANA DO PARAÍSO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6892,00 
MG;SANTANA DO PARAÍSO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3894,00 
MG;SANTANA DO RIACHO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2013,00 
MG;SANTANA DO RIACHO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;759,00 
MG;SANTANA DOS MONTES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1221,00 
MG;SANTANA DOS MONTES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1377,00 
MG;SANTO ANTÔNIO DO AMPARO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2805,00 
MG;SANTO ANTÔNIO DO AMPARO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7081,00 
MG;SANTO ANTÔNIO DO AVENTUREIRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1039,00 
MG;SANTO ANTÔNIO DO AVENTUREIRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1353,00 
MG;SANTO ANTÔNIO DO GRAMA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1559,00 
MG;SANTO ANTÔNIO DO GRAMA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1017,00 
MG;SANTO ANTÔNIO DO ITAMBÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1627,00 
MG;SANTO ANTÔNIO DO ITAMBÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;465,00 
MG;SANTO ANTÔNIO DO JACINTO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2169,00 
MG;SANTO ANTÔNIO DO JACINTO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3609,00 
MG;SANTO ANTÔNIO DO MONTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5342,00 
MG;SANTO ANTÔNIO DO MONTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;8519,00 
MG;SANTO ANTÔNIO DO RETIRO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3034,00 
MG;SANTO ANTÔNIO DO RETIRO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;596,00 
MG;SANTO ANTÔNIO DO RIO ABAIXO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;273,00 
MG;SANTO ANTÔNIO DO RIO ABAIXO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;860,00 
MG;SANTO HIPÓLITO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1333,00 
MG;SANTO HIPÓLITO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;560,00 
MG;SANTOS DUMONT;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;19205,00 
MG;SANTOS DUMONT;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;9482,00 
MG;SÃO BENTO ABADE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1238,00 
MG;SÃO BENTO ABADE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1623,00 
MG;SÃO BRÁS DO SUAÇUÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1240,00 
MG;SÃO BRÁS DO SUAÇUÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;986,00 
MG;SÃO DOMINGOS DAS DORES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1206,00 
MG;SÃO DOMINGOS DAS DORES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2625,00 
MG;SÃO DOMINGOS DO PRATA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;3294,00 
MG;SÃO DOMINGOS DO PRATA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6751,00 
MG;SÃO FÉLIX DE MINAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;809,00 
MG;SÃO FÉLIX DE MINAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1235,00 
MG;SÃO FRANCISCO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;18675,00 
MG;SÃO FRANCISCO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4927,00 
MG;SÃO FRANCISCO DE PAULA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1479,00 
MG;SÃO FRANCISCO DE PAULA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2751,00 
MG;SÃO FRANCISCO DE SALES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;998,00 
MG;SÃO FRANCISCO DE SALES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2372,00 
MG;SÃO FRANCISCO DO GLÓRIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;903,00 
MG;SÃO FRANCISCO DO GLÓRIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2153,00 
MG;SÃO GERALDO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1566,00 
MG;SÃO GERALDO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3222,00 
MG;SÃO GERALDO DA PIEDADE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1716,00 
MG;SÃO GERALDO DA PIEDADE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;623,00 
MG;SÃO GERALDO DO BAIXIO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;680,00 
MG;SÃO GERALDO DO BAIXIO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1308,00 
MG;SÃO GONÇALO DO ABAETÉ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1678,00 
MG;SÃO GONÇALO DO ABAETÉ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1575,00 
MG;SÃO GONÇALO DO PARÁ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2474,00 
MG;SÃO GONÇALO DO PARÁ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3245,00 
MG;SÃO GONÇALO DO RIO ABAIXO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2345,00 
MG;SÃO GONÇALO DO RIO ABAIXO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3793,00 
MG;SÃO GONÇALO DO RIO PRETO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1341,00 
MG;SÃO GONÇALO DO RIO PRETO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;525,00 
MG;SÃO GONÇALO DO SAPUCAÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;7620,00 
MG;SÃO GONÇALO DO SAPUCAÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;5785,00 
MG;SÃO GOTARDO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;6150,00 
MG;SÃO GOTARDO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;10605,00 
MG;SÃO JOÃO BATISTA DO GLÓRIA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1646,00 
MG;SÃO JOÃO BATISTA DO GLÓRIA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2743,00 
MG;SÃO JOÃO DA LAGOA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2002,00 
MG;SÃO JOÃO DA LAGOA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;799,00 
MG;SÃO JOÃO DA MATA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;944,00 
MG;SÃO JOÃO DA MATA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1044,00 
MG;SÃO JOÃO DA PONTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2471,00 
MG;SÃO JOÃO DA PONTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;10628,00 
MG;SÃO JOÃO DAS MISSÕES;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4127,00 
MG;SÃO JOÃO DAS MISSÕES;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;874,00 
MG;SÃO JOÃO DEL REI;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;25728,00 
MG;SÃO JOÃO DEL REI;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;24144,00 
MG;SÃO JOÃO DO MANHUAÇU;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1957,00 
MG;SÃO JOÃO DO MANHUAÇU;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3627,00 
MG;SÃO JOÃO DO MANTENINHA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1254,00 
MG;SÃO JOÃO DO MANTENINHA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2262,00 
MG;SÃO JOÃO DO ORIENTE;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1747,00 
MG;SÃO JOÃO DO ORIENTE;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;3122,00 
MG;SÃO JOÃO DO PACUÍ;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;1956,00 
MG;SÃO JOÃO DO PACUÍ;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;366,00 
MG;SÃO JOÃO DO PARAÍSO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4017,00 
MG;SÃO JOÃO DO PARAÍSO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7037,00 
MG;SÃO JOÃO EVANGELISTA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;4986,00 
MG;SÃO JOÃO EVANGELISTA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2560,00 
MG;SÃO JOÃO NEPOMUCENO;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;6107,00 
MG;SÃO JOÃO NEPOMUCENO;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8448,00 
MG;SÃO JOAQUIM DE BICAS;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;2889,00 
MG;SÃO JOAQUIM DE BICAS;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;8863,00 
MG;SÃO JOSÉ DA BARRA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;1393,00 
MG;SÃO JOSÉ DA BARRA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;2739,00 
MG;SÃO JOSÉ DA LAPA;PRESIDENTE;JOSÉ SERRA;45;PSDB;NÃO ELEITO;4046,00 
MG;SÃO JOSÉ DA LAPA;PRESIDENTE;DILMA VANA ROUSSEFF;13;PT;ELEITO;7606,00 
